player,born,full_name,debut,last_odi,matches,innings,not_outs,runs,highest,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps,b_matches,b_innings,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts,five_wkts,ten_wkts,country,profile
SA Thomson,"January 27, 1969, Hamilton, Waikato",Shane Alexander Thomson,"New Zealand v India at Dunedin, Mar 1, 1990","West Indies v New Zealand at Georgetown, Apr 3, 1996",56,52,10,964,83,22.95,1427,67.55,0,5,63,8,18,0,56,51,2121,1602,42,Mar-14,Mar-14,38.14,4.53,50.5,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JP Millmow,"September 22, 1967, Wellington",Jonathan Paul Millmow,"Australia v New Zealand at Sharjah, Apr 26, 1990","England v New Zealand at The Oval, May 25, 1990",5,1,1,0,0*,0,3,0,0,0,0,0,1,0,5,5,270,232,4,Feb-22,Feb-22,58,5.15,67.5,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MW Priest,"August 12, 1961, Greymouth, West Coast",Mark Wellings Priest,"Australia v New Zealand at Sharjah, Apr 26, 1990","India v New Zealand at Colombo (RPS), Jun 23, 1998",18,14,4,103,24,10.3,225,45.77,0,0,1,0,2,0,18,17,752,590,8,Feb-27,Feb-27,73.75,4.7,94,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
C Pringle,"January 26, 1968, Auckland",Christopher Pringle,"England v New Zealand at Leeds, May 23, 1990","New Zealand v Sri Lanka at Auckland, Apr 1, 1995",64,41,19,193,34*,8.77,256,75.39,0,0,8,5,7,0,64,64,3314,2459,103,May-45,May-45,23.87,4.45,32.1,2,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DJ White,"June 26, 1961, Gisborne",David John White,"Pakistan v New Zealand at Lahore, Nov 2, 1990","Pakistan v New Zealand at Sialkot, Nov 6, 1990",3,3,0,37,15,12.33,97,38.14,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GE Bradburn,"May 26, 1966, Hamilton, Waikato",Grant Eric Bradburn,"Pakistan v New Zealand at Peshawar, Nov 4, 1990","Sri Lanka v New Zealand at Colombo (RPS), Jul 25, 2001",11,10,3,60,30,8.57,130,46.15,0,0,1,0,2,0,11,10,385,318,6,Feb-18,Feb-18,53,4.95,64.1,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CZ Harris,"November 20, 1969, Christchurch, Canterbury",Chris Zinzan Harris,"Australia v New Zealand at Sydney, Nov 29, 1990","Australia v New Zealand at Sydney, Dec 8, 2004",250,213,62,4379,130,29,6583,66.51,1,16,275,43,96,0,250,232,10667,7613,203,May-42,May-42,37.5,4.28,52.5,2,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RG Petrie,"August 23, 1967, Christchurch, Canterbury",Richard George Petrie,"Australia v New Zealand at Sydney, Nov 29, 1990","New Zealand v England at Christchurch, Feb 9, 1991",12,8,3,65,21,13,109,59.63,0,0,2,0,2,0,12,12,660,449,12,Feb-25,Feb-25,37.41,4.08,55,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RT Latham,"June 12, 1961, Christchurch, Canterbury",Rodney Terry Latham,"England v New Zealand at Adelaide, Dec 1, 1990","Australia v New Zealand at Melbourne, Jan 19, 1994",33,33,4,583,60,20.1,1008,57.83,0,1,50,1,11,0,33,21,450,386,11,May-32,May-32,35.09,5.14,40.9,0,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BA Young,"November 3, 1964, Whangarei, Northland",Bryan Andrew Young,"Australia v New Zealand at Melbourne, Dec 11, 1990","New Zealand v South Africa at Auckland, Mar 27, 1999",74,73,5,1668,74,24.52,2733,61.03,0,9,164,2,28,0,74,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CL Cairns,"June 13, 1970, Picton, Marlborough",Christopher Lance Cairns,"New Zealand v England at Wellington, Feb 13, 1991","New Zealand v Sri Lanka at Napier, Jan 8, 2006",215,193,25,4950,115,29.46,5874,84.26,4,26,345,153,66,0,215,186,8168,6594,201,May-42,May-42,32.8,4.84,40.6,3,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
ML Su'a,"November 7, 1966, Wanganui",Murphy Logo Su'a,"New Zealand v England at Dunedin, Feb 12, 1992","New Zealand v Sri Lanka at Christchurch, Mar 26, 1995",12,7,2,24,12*,4.8,56,42.85,0,0,1,0,1,0,12,12,463,367,9,Apr-59,Apr-59,40.77,4.75,51.4,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SB Doull,"August 6, 1969, Pukekohe, Auckland",Simon Blair Doull,"Zimbabwe v New Zealand at Bulawayo, Oct 31, 1992","New Zealand v Australia at Auckland, Mar 3, 2000",42,27,13,172,22,12.28,188,91.48,0,0,12,5,10,0,42,42,1745,1459,36,Apr-25,Apr-25,40.52,5.01,48.4,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DJ Nash,"November 20, 1971, Auckland",Dion Joseph Nash,"Zimbabwe v New Zealand at Bulawayo, Oct 31, 1992","New Zealand v South Africa at Melbourne, Feb 6, 2002",81,53,13,624,42,15.6,940,66.38,0,0,28,5,25,0,81,78,3416,2622,64,Apr-38,Apr-38,40.96,4.6,53.3,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
AC Parore,"January 23, 1971, Auckland",Adam Craig Parore,"Zimbabwe v New Zealand at Bulawayo, Oct 31, 1992","New Zealand v South Africa at Sydney, Feb 8, 2002",179,161,32,3314,108,25.68,4867,68.09,1,14,169,36,116,25,179,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BR Hartland,"October 22, 1966, Christchurch, Canterbury",Blair Robert Hartland,"Zimbabwe v New Zealand at Harare, Nov 8, 1992","New Zealand v Pakistan at East London, Dec 19, 1994",16,16,1,311,68*,20.73,623,49.91,0,2,28,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JTC Vaughan,"August 30, 1967, Hereford, England",Justin Thomas Caldwell Vaughan,"Sri Lanka v New Zealand at Colombo (RPS), Dec 4, 1992","Pakistan v New Zealand at Karachi, Dec 8, 1996",18,16,7,162,33,18,261,62.06,0,0,7,0,4,0,18,17,696,524,15,Apr-33,Apr-33,34.93,4.51,46.4,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MJ Haslam,"September 26, 1972, Bury, Lancashire, England",Mark James Haslam,"Sri Lanka v New Zealand at Colombo (RPS), Dec 13, 1992","Sri Lanka v New Zealand at Colombo (RPS), Dec 13, 1992",1,1,0,9,9,9,18,50,0,0,0,0,0,0,1,1,30,28,1,Jan-28,Jan-28,28,5.6,30,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MB Owens,"November 11, 1969, Christchurch, Canterbury",Michael Barry Owens,"Sri Lanka v New Zealand at Colombo (RPS), Dec 13, 1992","Sri Lanka v New Zealand at Colombo (RPS), Dec 13, 1992",1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,48,37,0,0,0,0,4.62,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JW Wilson,"October 24, 1973, Invercargill, Southland",Jeffrey William Wilson,"New Zealand v Australia at Dunedin, Mar 19, 1993","New Zealand v Australia at Wellington, Mar 1, 2005",6,6,1,103,44*,20.6,112,91.96,0,0,7,1,4,0,6,6,242,260,4,Feb-21,Feb-21,65,6.44,60.5,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RP de Groen,"August 5, 1962, Otorohanga, Waikato",Richard Paul de Groen,"Australia v New Zealand at Melbourne, Dec 16, 1993","New Zealand v Pakistan at East London, Dec 19, 1994",12,8,3,12,7*,2.4,36,33.33,0,0,0,0,2,0,12,12,549,478,8,Feb-34,Feb-34,59.75,5.22,68.6,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MN Hart,"May 16, 1972, Hamilton, Waikato",Matthew Norman Hart,"New Zealand v Pakistan at Auckland, Mar 13, 1994","West Indies v New Zealand at Gros Islet, Jun 9, 2002",13,8,0,61,16,7.62,101,60.39,0,0,3,1,7,0,13,12,572,373,13,May-22,May-22,28.69,3.91,44,0,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SP Fleming,"April 1, 1973, Christchurch, Canterbury",Stephen Paul Fleming,"New Zealand v India at Napier, Mar 25, 1994","New Zealand v Sri Lanka at Kingston, Apr 24, 2007",280,269,21,8037,134*,32.4,11242,71.49,8,49,823,63,133,0,280,3,29,28,1,01-Aug,01-Aug,28,5.79,29,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MW Douglas,"October 20, 1968, Nelson, Nelson",Mark William Douglas,"Australia v New Zealand at Sharjah, Apr 16, 1994","New Zealand v Australia at Auckland, Feb 26, 1995",6,6,0,55,30,9.16,123,44.71,0,0,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
HT Davis,"November 30, 1971, Lower Hutt, Wellington",Heath Te0Ihi0O0Te0Rangi Davis,"New Zealand v Sri Lanka at Sharjah, Apr 18, 1994","India v New Zealand at Bangalore, May 14, 1997",11,6,4,13,7*,6.5,33,39.39,0,0,0,0,2,0,11,11,432,436,11,Apr-35,Apr-35,39.63,6.05,39.2,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DJ Murray,"September 4, 1967, Christchurch, Canterbury",Darrin James Murray,"India v New Zealand at Delhi, Nov 3, 1994","India v New Zealand at Delhi, Nov 3, 1994",1,1,0,3,3,3,17,17.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
LK Germon,"November 4, 1968, Christchurch, Canterbury",Lee Kenneth Germon,"New Zealand v Sri Lanka at Bloemfontein, Dec 8, 1994","New Zealand v England at Wellington, Mar 4, 1997",37,31,5,519,89,19.96,787,65.94,0,3,28,1,21,9,37,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
NJ Astle,"September 15, 1971, Christchurch, Canterbury",Nathan John Astle,"New Zealand v West Indies at Auckland, Jan 22, 1995","England v New Zealand at Adelaide, Jan 23, 2007",223,217,14,7090,145*,34.92,9760,72.64,16,41,720,86,83,0,223,159,4850,3809,99,Apr-43,Apr-43,38.47,4.71,48.9,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RL Hayes,"May 9, 1971, Paeroa, Waikato",Roydon Leslie Hayes,"New Zealand v West Indies at Christchurch, Jan 28, 1995","New Zealand v West Indies at Christchurch, Jan 28, 1995",1,1,0,13,13,13,25,52,0,0,1,0,0,0,1,1,42,31,0,0,0,0,4.42,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RG Twose,"April 17, 1968, Torquay, Devon, England",Roger Graham Twose,"India v New Zealand at Jamshedpur, Nov 15, 1995","New Zealand v Pakistan at Dunedin, Feb 28, 2001",87,81,11,2717,103,38.81,3603,75.4,1,20,240,33,37,0,87,11,272,235,4,Feb-31,Feb-31,58.75,5.18,68,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CM Spearman,"July 4, 1972, Auckland",Craig Murray Spearman,"New Zealand v Pakistan at Dunedin, Dec 15, 1995","New Zealand v Sri Lanka at Christchurch, Feb 11, 2001",51,50,0,936,86,18.72,1202,77.87,0,5,123,9,15,0,51,1,3,6,0,0,0,0,12,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RJ Kennedy,"June 3, 1972, Dunedin, Otago",Robert John Kennedy,"New Zealand v Zimbabwe at Wellington, Jan 31, 1996","Pakistan v New Zealand at Sialkot, Dec 6, 1996",7,4,3,17,8*,17,15,113.33,0,0,2,0,1,0,7,7,312,283,5,Feb-36,Feb-36,56.6,5.44,62.4,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GI Allott,"December 24, 1971, Christchurch, Canterbury",Geoffrey Ian Allott,"New Zealand v England at Napier, Feb 26, 1997","South Africa v New Zealand at Durban, Nov 1, 2000",31,11,6,17,7*,3.4,56,30.35,0,0,0,0,5,0,31,31,1528,1207,52,Apr-35,Apr-35,23.21,4.73,29.3,4,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MJ Horne,"December 5, 1970, Takapuna, Auckland",Matthew Jeffery Horne,"New Zealand v Sri Lanka at Christchurch, Mar 25, 1997","Pakistan v New Zealand at Lahore, Apr 27, 2002",50,48,0,980,74,20.41,1515,64.68,0,5,99,5,12,0,50,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DL Vettori,"January 27, 1979, Auckland",Daniel Luca Vettori,"New Zealand v Sri Lanka at Christchurch, Mar 25, 1997","New Zealand v Bangladesh at Hamilton, Mar 13, 2015",292,184,55,2229,83,17.27,2686,82.98,0,4,171,15,87,0,292,274,13937,9545,303,05-Jul,05-Jul,31.5,4.1,45.9,8,2,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
AJ Penn,"July 27, 1974, Wanganui",Andrew Jonathan Penn,"New Zealand v Sri Lanka at Wellington, Mar 27, 1997","New Zealand v Sri Lanka at Napier, Jan 31, 2001",5,3,1,23,15,11.5,33,69.69,0,0,0,0,1,0,5,5,159,201,1,Jan-50,Jan-50,201,7.58,159,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CD McMillan,"September 13, 1976, Christchurch, Canterbury",Craig Douglas McMillan,"New Zealand v Sri Lanka at Hyderabad (Deccan), May 20, 1997","New Zealand v Sri Lanka at Kingston, Apr 24, 2007",197,183,16,4707,117,28.18,6198,75.94,3,28,373,84,44,0,197,74,1879,1717,49,Mar-20,Mar-20,35.04,5.48,38.3,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SB O'Connor,"November 15, 1973, Hastings, Hawke's Bay",Shayne Barry O'Connor,"New Zealand v Sri Lanka at Hyderabad (Deccan), May 20, 1997","South Africa v New Zealand at Cape Town, Nov 4, 2000",38,13,6,24,8,3.42,91,26.37,0,0,1,1,11,0,38,38,1487,1396,46,May-39,May-39,30.34,5.63,32.3,1,2,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
LG Howell,"July 8, 1972, Napier, Hawke's Bay",Llorne Gregory Howell,"New Zealand v Zimbabwe at Hamilton, Feb 4, 1998","Australia v New Zealand at Sharjah, Apr 21, 1998",12,12,0,287,68,23.91,388,73.96,0,4,31,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
PJ Wiseman,"May 4, 1970, Auckland",Paul John Wiseman,"India v New Zealand at Sharjah, Apr 20, 1998","New Zealand v Pakistan at Dambulla, May 20, 2003",15,7,5,45,16,22.5,83,54.21,0,0,3,1,2,0,15,13,450,368,12,Apr-45,Apr-45,30.66,4.9,37.5,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MD Bailey,"November 26, 1970, Hamilton, Waikato",Mark David Bailey,"New Zealand v Zimbabwe at Dhaka, Oct 24, 1998","New Zealand v Zimbabwe at Dhaka, Oct 24, 1998",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MD Bell,"February 25, 1977, Dunedin, Otago",Matthew David Bell,"New Zealand v Zimbabwe at Dhaka, Oct 24, 1998","New Zealand v Sri Lanka at Sharjah, Apr 17, 2001",7,7,0,133,66,19,268,49.62,0,1,10,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
AR Tait,"June 13, 1972, Paparoa, Northland",Alex Ross Tait,"New Zealand v Zimbabwe at Dhaka, Oct 24, 1998","India v New Zealand at Delhi, Nov 17, 1999",5,5,2,35,13*,11.66,32,109.37,0,0,2,1,0,0,5,5,120,88,3,Feb-37,Feb-37,29.33,4.4,40,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CJ Drum,"July 10, 1974, Auckland",Christopher James Drum,"New Zealand v India at Wellington, Jan 14, 1999","India v New Zealand at Delhi, Nov 17, 1999",5,2,2,9,7*,0,22,40.9,0,0,1,0,1,0,5,5,216,261,4,Feb-31,Feb-31,65.25,7.25,54,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CE Bulfin,"August 19, 1973, Blenheim, Marlborough",Carl Edwin Bulfin,"New Zealand v South Africa at Napier, Mar 25, 1999","Scotland v New Zealand at Edinburgh, May 31, 1999",4,2,1,9,7*,9,8,112.5,0,0,0,1,1,0,4,3,102,109,0,0,0,0,6.41,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SB Styris,"July 10, 1975, Brisbane, Queensland, Australia",Scott Bernard Styris,"India v New Zealand at Rajkot, Nov 5, 1999","Sri Lanka v New Zealand at Colombo (RPS), Mar 29, 2011",188,161,23,4483,141,32.48,5645,79.41,4,28,353,68,73,0,188,161,6114,4839,137,Jun-25,Jun-25,35.32,4.74,44.6,4,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
WA Wisneski,"February 19, 1969, New Plymouth, Taranaki",Warren Anthony Wisneski,"New Zealand v Australia at Wellington, Feb 17, 2000","New Zealand v Australia at Christchurch, Feb 26, 2000",3,2,1,10,6,10,17,58.82,0,0,1,0,1,0,3,3,114,123,0,0,0,0,6.47,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MS Sinclair,"November 9, 1975, Katherine, Australia",Mathew Stuart Sinclair,"New Zealand v Australia at Christchurch, Feb 26, 2000","New Zealand v West Indies at Auckland, Jan 10, 2009",54,50,4,1304,118*,28.34,2086,62.51,2,8,112,5,17,0,54,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CJ Nevin,"August 3, 1975, Dunedin, Otago",Christopher John Nevin,"New Zealand v Australia at Napier, Mar 1, 2000","India v New Zealand at Hyderabad (Deccan), Nov 15, 2003",37,36,0,732,74,20.33,1000,73.2,0,4,82,3,16,3,37,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GP Sulzberger,"March 14, 1973, Kaponga, Taranaki",Glen Paul Sulzberger,"Zimbabwe v New Zealand at Harare, Sep 27, 2000","Zimbabwe v New Zealand at Bulawayo, Oct 1, 2000",3,2,1,9,6*,9,15,60,0,0,0,0,0,0,3,3,132,102,3,Jan-28,Jan-28,34,4.63,44,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DR Tuffey,"June 11, 1978, Milton, Otago",Daryl Raymond Tuffey,"Zimbabwe v New Zealand at Harare, Sep 27, 2000","India v New Zealand at Guwahati, Nov 28, 2010",94,52,21,295,36,9.51,372,79.3,0,0,23,7,20,0,94,92,4333,3534,110,Apr-24,Apr-24,32.12,4.89,39.3,2,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BGK Walker,"March 25, 1977, Auckland",Brooke Graeme Keith Walker,"South Africa v New Zealand at Benoni, Oct 22, 2000","Pakistan v New Zealand at Lahore, Apr 27, 2002",11,7,4,47,16*,15.66,79,59.49,0,0,3,0,5,0,11,11,438,417,8,Feb-43,Feb-43,52.12,5.71,54.7,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JEC Franklin,"November 7, 1980, Wellington",James Edward Charles Franklin,"New Zealand v Zimbabwe at Taupo, Jan 2, 2001","England v New Zealand at Cardiff, Jun 16, 2013",110,80,27,1270,98*,23.96,1651,76.92,0,4,97,17,26,0,110,97,3848,3354,81,May-42,May-42,41.4,5.22,47.5,0,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CS Martin,"December 10, 1974, Christchurch, Canterbury",Christopher Stewart Martin,"New Zealand v Zimbabwe at Taupo, Jan 2, 2001","New Zealand v England at Christchurch, Feb 23, 2008",20,7,2,8,3,1.6,27,29.62,0,0,0,0,7,0,20,19,948,804,18,Mar-62,Mar-62,44.66,5.08,52.6,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JDP Oram,"July 28, 1978, Palmerston North, Manawatu",Jacob David Philip Oram,"New Zealand v Zimbabwe at Wellington, Jan 4, 2001","Sri Lanka v New Zealand at Pallekele, Nov 6, 2012",160,116,15,2434,101*,24.09,2810,86.61,1,13,182,81,51,0,160,154,6911,5047,173,May-26,May-26,29.17,4.38,39.9,3,2,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
L Vincent,"November 11, 1978, Warkworth, Auckland",Lou Vincent,"New Zealand v Sri Lanka at Auckland, Feb 6, 2001","Australia v New Zealand at Sydney, Dec 16, 2007",102,99,10,2413,172,27.11,3453,69.88,3,11,222,37,41,0,102,3,20,25,1,1/0,1/0,25,7.5,20,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
AR Adams,"July 17, 1975, Auckland",Andre Ryan Adams,"New Zealand v Sri Lanka at Sharjah, Apr 10, 2001","New Zealand v Sri Lanka at Auckland, Jan 6, 2007",42,34,10,419,45,17.45,417,100.47,0,0,31,18,8,0,42,40,1885,1643,53,May-22,May-22,31,5.22,35.5,2,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
KD Mills,"March 15, 1979, Auckland",Kyle David Mills,"New Zealand v Pakistan at Sharjah, Apr 15, 2001","New Zealand v Pakistan at Wellington, Jan 31, 2015",170,101,34,1047,54,15.62,1282,81.66,0,2,76,38,42,0,170,169,8230,6485,240,May-25,May-25,27.02,4.72,34.2,8,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
