player,born,full_name,debut,last_odi,matches,innings,not_outs,runs,highest,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps,b_matches,b_innings,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts,five_wkts,ten_wkts,country,profile
DE Malcolm,"February 22, 1963, Kingston, Jamaica",Devon Eugene Malcolm,"England v New Zealand at The Oval, May 25, 1990","West Indies v England at Bridgetown, Feb 16, 1994",10,5,2,9,4,3,11,81.81,0,0,1,0,1,0,10,10,526,404,16,Mar-40,Mar-40,25.25,4.6,32.8,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MA Atherton,"March 23, 1968, Failsworth, Manchester, Lancashire",Michael Andrew Atherton,"England v India at Leeds, Jul 18, 1990","England v Sri Lanka at Lord's, Aug 20, 1998",54,54,3,1791,127,35.11,3054,58.64,2,12,155,1,15,0,54,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JE Morris,"April 1, 1964, Crewe, Cheshire",John Edward Morris,"England v New Zealand at Adelaide, Dec 1, 1990","Australia v England at Melbourne, Jan 10, 1991",8,8,1,167,63*,23.85,225,74.22,0,1,18,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MP Bicknell,"January 14, 1969, Guildford, Surrey",Martin Paul Bicknell,"England v New Zealand at Perth, Dec 7, 1990","New Zealand v England at Wellington, Feb 13, 1991",7,6,2,96,31*,24,104,92.3,0,0,7,1,2,0,7,7,413,347,13,Mar-55,Mar-55,26.69,5.04,31.7,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
PCR Tufnell,"April 29, 1966, Barnet, Hertfordshire",Philip Clive Roderick Tufnell,"England v New Zealand at Perth, Dec 7, 1990","New Zealand v England at Christchurch, Feb 20, 1997",20,10,9,15,5*,15,31,48.38,0,0,0,0,4,0,20,20,1020,699,19,Apr-22,Apr-22,36.78,4.11,53.6,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
GA Hick,"May 23, 1966, Salisbury (now Harare), Rhodesia",Graeme Ashley Hick,"England v West Indies at Birmingham, May 23024, 1991","Sri Lanka v England at Colombo (SSC), Mar 27, 2001",120,118,15,3846,126*,37.33,5191,74.08,5,27,278,41,64,0,120,47,1236,1026,30,May-33,May-33,34.2,4.98,41.2,0,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RK Illingworth,"August 23, 1963, Greengates, Bradford, Yorkshire",Richard Keith Illingworth,"England v West Indies at Birmingham, May 23024, 1991","England v Sri Lanka at Faisalabad, Mar 9, 1996",25,11,5,68,14,11.33,119,57.14,0,0,4,0,8,0,25,25,1501,1059,30,Mar-33,Mar-33,35.3,4.23,50,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MR Ramprakash,"September 5, 1969, Bushey, Hertfordshire",Mark Ravin Ramprakash,"England v West Indies at Manchester, May 25, 1991","Zimbabwe v England at Bulawayo, Oct 13, 2001",18,18,4,376,51,26.85,544,69.11,0,1,22,5,8,0,18,5,132,108,4,Mar-28,Mar-28,27,4.9,33,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
DV Lawrence,"January 28, 1964, Gloucester",David Valentine Lawrence,"England v West Indies at Lord's, May 27, 1991","England v West Indies at Lord's, May 27, 1991",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,67,4,Apr-67,Apr-67,16.75,6.09,16.5,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
DA Reeve,"April 2, 1963, Kowloon, Hong Kong",Dermot Alexander Reeve,"England v West Indies at Lord's, May 27, 1991","England v Sri Lanka at Faisalabad, Mar 9, 1996",29,21,9,291,35,24.25,389,74.8,0,0,19,0,12,0,29,28,1147,820,20,Mar-20,Mar-20,41,4.28,57.3,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RJ Blakey,"January 15, 1967, Huddersfield, Yorkshire",Richard John Blakey,"England v Pakistan at Lord's, Aug 22, 1992","India v England at Gwalior, Mar 4, 1993",3,2,0,25,25,12.5,50,50,0,0,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
DG Cork,"August 7, 1971, Newcastle0under0Lyme, Staffordshire",Dominic Gerald Cork,"England v Pakistan at Manchester, Aug 24, 1992","England v India at Colombo (RPS), Sep 22, 2002",32,21,3,180,31*,10,271,66.42,0,0,13,1,6,0,32,32,1772,1368,41,Mar-27,Mar-27,33.36,4.63,43.2,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
IDK Salisbury,"January 21, 1970, Moulton, Northampton",Ian David Kenneth Salisbury,"India v England at Chandigarh, Jan 21, 1993","West Indies v England at Port of Spain, Mar 6, 1994",4,2,1,7,5,7,12,58.33,0,0,0,0,1,0,4,4,186,177,5,Mar-41,Mar-41,35.4,5.7,37.2,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JP Taylor,"August 8, 1964, Ashby0de0la0Zouch, Leicestershire",Jonathan Paul Taylor,"Sri Lanka v England at Moratuwa, Mar 20, 1993","Sri Lanka v England at Moratuwa, Mar 20, 1993",1,1,0,1,1,1,8,12.5,0,0,0,0,0,0,1,1,18,20,0,0,0,0,6.66,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AR Caddick,"November 21, 1968, Christchurch, Canterbury, New Zealand",Andrew Richard Caddick,"England v Australia at Manchester, May 19, 1993","Australia v England at Port Elizabeth, Mar 2, 2003",54,38,18,249,36,12.45,395,63.03,0,0,19,3,9,0,54,53,2937,1965,69,Apr-19,Apr-19,28.47,4.01,42.5,3,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
GP Thorpe,"August 1, 1969, Farnham, Surrey",Graham Paul Thorpe,"England v Australia at Manchester, May 19, 1993","England v Sri Lanka at Leeds, Jul 2, 2002",82,77,13,2380,89,37.18,3344,71.17,0,21,172,5,42,0,82,5,120,97,2,Feb-15,Feb-15,48.5,4.85,60,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AP Igglesden,"October 8, 1964, Farnborough, Kent",Alan Paul Igglesden,"West Indies v England at Bridgetown, Feb 16, 1994","West Indies v England at Port of Spain, Mar 5, 1994",4,3,1,20,18,10,31,64.51,0,0,2,0,1,0,4,4,168,122,2,02-Dec,02-Dec,61,4.35,84,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MP Maynard,"March 21, 1966, Oldham, Lancashire",Matthew Peter Maynard,"West Indies v England at Bridgetown, Feb 16, 1994","England v West Indies at Chester0le0Street, Jul 15, 2000",14,12,1,156,41,14.18,225,69.33,0,0,10,1,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SL Watkin,"September 15, 1964, Duffryn Rhondda, Maesteg, Glamorgan, Wales",Steven Llewellyn Watkin,"West Indies v England at Bridgetown, Feb 16, 1994","West Indies v England at Port of Spain, Mar 6, 1994",4,2,0,4,4,2,23,17.39,0,0,0,0,0,0,4,4,221,193,7,Apr-49,Apr-49,27.57,5.23,31.5,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
D Gough,"September 18, 1970, Monk Bretton, Barnsley, Yorkshire",Darren Gough,"England v New Zealand at Birmingham, May 19, 1994","England v Pakistan at Lord's, Sep 2, 2006",159,87,38,609,46*,12.42,947,64.3,0,0,43,5,25,0,159,156,8470,6209,235,May-44,May-44,26.42,4.39,36,10,2,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SD Udal,"March 18, 1969, Cove, Farnborough, Hampshire",Shaun David Udal,"England v New Zealand at Birmingham, May 19, 1994","Pakistan v England at Rawalpindi, Dec 21, 2005",11,7,4,35,11*,11.66,46,76.08,0,0,1,0,1,0,11,11,612,400,9,Feb-37,Feb-37,44.44,3.92,68,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JE Benjamin,"February 2, 1961, Christ Church, St Kitts",Joseph Emmanuel Benjamin,"Australia v England at Sydney, Dec 6, 1994","England v Zimbabwe at Brisbane, Jan 7, 1995",2,1,0,0,0,0,6,0,0,0,0,0,0,0,2,2,72,47,1,Jan-22,Jan-22,47,3.91,72,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
C White,"December 16, 1969, Morley Hall, Yorkshire",Craig White,"Australia v England at Sydney, Dec 6, 1994","Australia v England at Port Elizabeth, Mar 2, 2003",51,41,5,568,57*,15.77,928,61.2,0,1,28,4,12,0,51,50,2364,1726,65,May-21,May-21,26.55,4.38,36.3,1,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JP Crawley,"September 21, 1971, Maldon, Essex",John Paul Crawley,"England v Zimbabwe at Sydney, Dec 15, 1994","England v Sri Lanka at Sydney, Feb 3, 1999",13,12,1,235,73,21.36,408,57.59,0,2,14,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
PJ Martin,"November 15, 1968, Accrington, Lancashire",Peter James Martin,"England v West Indies at The Oval, May 26, 1995","England v South Africa at Dhaka, Oct 25, 1998",20,13,7,38,6,6.33,53,71.69,0,0,3,0,1,0,20,20,1048,806,27,Apr-44,Apr-44,29.85,4.61,38.8,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AP Wells,"October 2, 1961, Newhaven, Sussex",Alan Peter Wells,"England v West Indies at Lord's, May 28, 1995","England v West Indies at Lord's, May 28, 1995",1,1,0,15,15,15,10,150,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
NMK Smith,"July 27, 1967, Solihull, Warwickshire",Neil Michael Knight Smith,"South Africa v England at Cape Town, Jan 9, 1996","England v India at Manchester, May 26027, 1996",7,6,1,100,31,20,132,75.75,0,0,15,0,1,0,7,6,261,190,6,Mar-29,Mar-29,31.66,4.36,43.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
M Watkinson,"August 1, 1961, Westhoughton, Lancashire",Michael Watkinson,"South Africa v England at Johannesburg, Jan 13, 1996","South Africa v England at Johannesburg, Jan 13, 1996",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,43,0,0,0,0,4.77,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AD Brown,"February 11, 1970, Beckenham, Kent",Alistair Duncan Brown,"England v India at The Oval, May 23024, 1996","England v Australia at The Oval, Jun 21, 2001",16,16,0,354,118,22.12,427,82.9,1,1,40,3,6,0,16,1,6,5,0,0,0,0,5,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MA Ealham,"August 27, 1969, Willesborough, Ashford, Kent",Mark Alan Ealham,"England v India at The Oval, May 23024, 1996","England v Pakistan at Lord's, Jun 12, 2001",64,45,4,716,45,17.46,1092,65.56,0,0,51,13,9,0,64,62,3227,2197,67,May-15,May-15,32.79,4.08,48.1,1,2,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RC Irani,"October 26, 1971, Leigh, Lancashire",Ronald Charles Irani,"England v India at The Oval, May 23024, 1996","England v India at Durban, Feb 26, 2003",31,30,5,360,53,14.4,549,65.57,0,1,23,2,6,0,31,30,1283,989,24,May-26,May-26,41.2,4.62,53.4,1,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RDB Croft,"May 25, 1970, Morriston, Swansea, Glamorgan, Wales",Robert Damien Bale Croft,"England v Pakistan at Manchester, Aug 29, 1996","England v Australia at The Oval, Jun 21, 2001",50,36,12,345,32,14.37,519,66.47,0,0,23,2,11,0,50,49,2466,1743,45,Mar-51,Mar-51,38.73,4.24,54.8,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
DW Headley,"January 27, 1970, Norton, Stourbridge, Worcestershire",Dean Warren Headley,"England v Pakistan at Manchester, Aug 29, 1996","England v Sri Lanka at Perth, Jan 29, 1999",13,6,4,22,10*,11,49,44.89,0,0,0,0,3,0,13,13,594,520,11,Feb-38,Feb-38,47.27,5.25,54,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
NV Knight,"November 28, 1969, Watford, Hertfordshire",Nicholas Verity Knight,"England v Pakistan at Manchester, Aug 29, 1996","Australia v England at Port Elizabeth, Mar 2, 2003",100,100,10,3637,125*,40.41,5085,71.52,5,25,327,21,44,0,100,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
GD Lloyd,"July 1, 1969, Accrington, Lancashire",Graham David Lloyd,"England v Pakistan at Manchester, Aug 29, 1996","England v South Africa at Dhaka, Oct 25, 1998",6,5,1,39,22,9.75,80,48.75,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AD Mullally,"July 12, 1969, Southend0on0Sea, Essex",Alan David Mullally,"England v Pakistan at Manchester, Aug 29, 1996","England v Australia at The Oval, Jun 21, 2001",50,25,10,86,20,5.73,238,36.13,0,0,10,1,8,0,50,49,2699,1728,63,Apr-18,Apr-18,27.42,3.84,42.8,2,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AJ Hollioake,"September 5, 1971, Melbourne, Victoria, Australia",Adam John Hollioake,"England v Pakistan at Birmingham, Aug 31, 1996","England v India at Birmingham, May 29030, 1999",35,30,6,606,83*,25.25,807,75.09,0,3,46,4,13,0,35,32,1208,1019,32,Apr-23,Apr-23,31.84,5.06,37.7,2,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
CEW Silverwood,"March 5, 1975, Pontefract, Yorkshire",Christopher Eric Wilfred Silverwood,"Zimbabwe v England at Bulawayo, Dec 15, 1996","Zimbabwe v England at Bulawayo, Oct 13, 2001",7,4,0,17,12,4.25,34,50,0,0,1,0,0,0,7,7,306,244,6,Mar-43,Mar-43,40.66,4.78,51,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AF Giles,"March 19, 1973, Chertsey, Surrey",Ashley Fraser Giles,"England v Australia at The Oval, May 24, 1997","England v Australia at The Oval, Jul 12, 2005",62,35,13,385,41,17.5,551,69.87,0,0,24,4,22,0,62,57,2856,2069,55,May-57,May-57,37.61,4.34,51.9,0,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
BC Hollioake,"November 11, 1977, Melbourne, Victoria, Australia",Benjamin Caine Hollioake,"England v Australia at Lord's, May 25, 1997","India v England at Kanpur, Jan 28, 2002",20,17,2,309,63,20.6,381,81.1,0,2,34,3,6,0,20,17,642,532,8,Feb-37,Feb-37,66.5,4.97,80.2,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
DR Brown,"October 29, 1969, Stirling, Scotland",Douglas Robert Brown,"England v India at Sharjah, Dec 11, 1997","Netherlands v Scotland at Basseterre, Mar 22, 2007",25,24,6,319,50*,17.72,481,66.32,0,1,28,2,4,0,25,25,953,919,22,Mar-37,Mar-37,41.77,5.78,43.3,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MV Fleming,"December 12, 1964, Macclesfield, Cheshire",Matthew Valentine Fleming,"England v India at Sharjah, Dec 11, 1997","England v South Africa at Leeds, May 24, 1998",11,10,1,139,33,15.44,137,101.45,0,0,11,3,1,0,11,11,523,434,17,Apr-45,Apr-45,25.52,4.97,30.7,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
CJ Adams,"May 6, 1970, Whitwell, Derbyshire",Christopher John Adams,"England v South Africa at The Oval, May 21, 1998","England v Zimbabwe at Cape Town, Jan 28, 2000",5,4,0,71,42,17.75,144,49.3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
DL Maddy,"May 23, 1974, Leicester",Darren Lee Maddy,"England v South Africa at The Oval, May 21, 1998","Zimbabwe v England at Harare, Feb 20, 2000",8,6,0,113,53,18.83,206,54.85,0,1,10,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
ID Austin,"May 30, 1966, Haslingden, Lancashire",Ian David Austin,"England v Sri Lanka at Lord's, Aug 16, 1998","England v Kenya at Canterbury, May 18, 1999",9,6,1,34,11*,6.8,49,69.38,0,0,2,0,0,0,9,9,475,360,6,Feb-25,Feb-25,60,4.54,79.1,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MW Alleyne,"May 23, 1968, Tottenham, Middlesex",Mark Wayne Alleyne,"Australia v England at Brisbane, Jan 10, 1999","Bangladesh v England at Nairobi (Gym), Oct 5, 2000",10,8,1,151,53,21.57,255,59.21,0,1,8,1,3,0,10,9,366,280,10,Mar-27,Mar-27,28,4.59,36.6,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
VJ Wells,"August 6, 1965, Dartford, Kent",Vincent John Wells,"Australia v England at Brisbane, Jan 10, 1999","England v Pakistan at Sharjah, Apr 12, 1999",9,7,0,141,39,20.14,253,55.73,0,0,8,2,7,0,9,8,220,189,8,Mar-30,Mar-30,23.62,5.15,27.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
A Flintoff,"December 6, 1977, Preston, Lancashire",Andrew Flintoff,"England v Pakistan at Sharjah, Apr 7, 1999","West Indies v England at Gros Islet, Apr 3, 2009",141,122,16,3394,123,32.01,3821,88.82,3,18,308,93,47,0,141,119,5624,4121,169,May-19,May-19,24.38,4.39,33.2,6,2,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
CMW Read,"August 10, 1978, Paignton, Devon",Christopher Mark Wells Read,"South Africa v England at Bloemfontein, Jan 23, 2000","England v West Indies at Ahmedabad, Oct 28, 2006",36,24,7,300,30*,17.64,410,73.17,0,0,21,6,41,2,36,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
VS Solanki,"April 1, 1976, Udaipur, Rajasthan, India",Vikram Singh Solanki,"South Africa v England at Bloemfontein, Jan 23, 2000","England v Sri Lanka at Leeds, Jul 1, 2006",51,46,5,1097,106,26.75,1504,72.93,2,5,135,7,16,0,51,7,111,105,1,Jan-17,Jan-17,105,5.67,111,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
GP Swann,"March 24, 1979, Northampton",Graeme Peter Swann,"South Africa v England at Bloemfontein, Jan 23, 2000","England v Sri Lanka at The Oval, Jun 13, 2013",79,48,12,500,34,13.88,553,90.41,0,0,48,4,29,0,79,76,3809,2888,104,May-28,May-28,27.76,4.54,36.6,3,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
ME Trescothick,"December 25, 1975, Keynsham, Somerset",Marcus Edward Trescothick,"England v Zimbabwe at The Oval, Jul 8, 2000","England v Pakistan at Southampton, Sep 5, 2006",123,122,6,4335,137,37.37,5087,85.21,12,21,528,41,49,0,123,13,232,219,4,02-Jul,02-Jul,54.75,5.66,58,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
PJ Franks,"February 3, 1979, Mansfield, Nottinghamshire",Paul John Franks,"England v West Indies at Nottingham, Jul 20, 2000","England v West Indies at Nottingham, Jul 20, 2000",1,1,0,4,4,4,17,23.52,0,0,0,0,1,0,1,1,54,48,0,0,0,0,5.33,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AP Grayson,"March 31, 1971, Ripon, Yorkshire",Adrian Paul Grayson,"England v South Africa at Nairobi (Gym), Oct 10, 2000","Zimbabwe v England at Bulawayo, Oct 10, 2001",2,2,0,6,6,3,13,46.15,0,0,0,0,1,0,2,2,90,60,3,Mar-40,Mar-40,20,4,30,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MP Vaughan,"October 29, 1974, Salford, Manchester",Michael Paul Vaughan,"Sri Lanka v England at Dambulla, Mar 23, 2001","West Indies v England at Bridgetown, Apr 21, 2007",86,83,10,1982,90*,27.15,2898,68.39,0,16,204,13,25,0,86,28,796,649,16,Apr-22,Apr-22,40.56,4.89,49.7,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
PD Collingwood,"May 26, 1976, Shotley Bridge, Co Durham",Paul David Collingwood,"England v Pakistan at Birmingham, Jun 7, 2001","Bangladesh v England at Chittagong, Mar 11, 2011",197,181,37,5092,120*,35.36,6614,76.98,5,26,365,74,108,0,197,151,5186,4294,111,Jun-31,Jun-31,38.68,4.96,46.7,3,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
OA Shah,"October 22, 1978, Karachi, Sind, Pakistan",Owais Alam Shah,"England v Australia at Bristol, Jun 10, 2001","Australia v England at Centurion, Oct 2, 2009",71,66,6,1834,107*,30.56,2331,78.67,1,12,144,26,21,0,71,10,193,184,7,Mar-15,Mar-15,26.28,5.72,27.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JS Foster,"April 15, 1980, Whipps Cross, Leytonstone, Essex",James Savin Foster,"Zimbabwe v England at Harare, Oct 3, 2001","New Zealand v England at Christchurch, Feb 13, 2002",11,6,3,41,13,13.66,71,57.74,0,0,0,0,13,7,11,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MJ Hoggard,"December 31, 1976, Leeds, Yorkshire",Matthew James Hoggard,"Zimbabwe v England at Harare, Oct 3, 2001","India v England at Jamshedpur, Apr 12, 2006",26,6,2,17,7,4.25,30,56.66,0,0,0,0,5,0,26,26,1306,1152,32,May-49,May-49,36,5.29,40.8,0,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RJ Kirtley,"January 10, 1975, Eastbourne, Sussex",Robert James Kirtley,"Zimbabwe v England at Harare, Oct 3, 2001","West Indies v England at Georgetown, Apr 18, 2004",11,2,0,2,1,1,11,18.18,0,0,0,0,5,0,11,11,549,481,9,Feb-33,Feb-33,53.44,5.25,61,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JN Snape,"April 27, 1973, Stoke0on0Trent, Staffordshire",Jeremy Nicholas Snape,"Zimbabwe v England at Harare, Oct 3, 2001","England v Zimbabwe at Colombo (RPS), Sep 18, 2002",10,7,3,118,38,29.5,173,68.2,0,0,6,0,5,0,10,10,529,403,13,Mar-43,Mar-43,31,4.57,40.6,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RJ Sidebottom,"January 15, 1978, Huddersfield, Yorkshire",Ryan Jay Sidebottom,"Zimbabwe v England at Harare, Oct 7, 2001","Bangladesh v England at Dhaka, Feb 28, 2010",25,18,8,133,24,13.3,194,68.55,0,0,11,0,6,0,25,25,1277,1039,29,Mar-19,Mar-19,35.82,4.88,44,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
